File_Hash,Detection_Count,Hash-MD5,Hash-SHA1,Hash-SHA256,File_Type,Magic,Creation_Time,Signature_Date,First_Seen,First_Submission,Last_Submission,Last_Analysis,Name1,Name2,Name3,Verdict
0902d20ea02ddba18da62cdbeacc9fff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
091ea8a3d6b765c6f2441f309486b445187d31ab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
092cd629871089b593a564c71a86e4ba,63,092cd629871089b593a564c71a86e4ba,41ded81f2c77ad6f5d1a68fd716ab684d624f070,20aeb22457a14a29f5ab54b61db56759d492a72b0dc7a55575914e89bedaf177,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-02-21 06:45:32 UTC,N/A,N/A,2024-06-14 18:19:21 UTC,2024-11-22 17:07:04 UTC,2025-01-30 23:01:18 UTC,causativenesszb.exe,stage5,20aeb22457a14a29f5ab54b61db56759d492a72b0dc7a55575914e89bedaf177.exe,Malicious
092f14660765cd47bb70b347edd6bbe1,42,092f14660765cd47bb70b347edd6bbe1,df616d9911d9612fe95249ed4ef767dfbd25b318,a7c97a30c553a52c5002c8d20d46c75916fbd5178b3cbad581778896c4f30459,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2073-08-12 18:19:00 UTC,N/A,N/A,2024-06-07 11:55:27 UTC,2024-08-03 06:46:15 UTC,2025-03-14 12:02:11 UTC,UninstallExeAndReinstall.exe,a7c97a30c553a52c5002c8d20d46c75916fbd5178b3cbad581778896c4f30459.exe,ExeAndReinstall.exe,Malicious
095d18df12008d245ec121bb6de2948e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0973e2226ff43e68cf9b1e3b4cb25dd7,65,0973e2226ff43e68cf9b1e3b4cb25dd7,8b0b4f486c188da4f411f02ea6b72f60bdee3001,139644cd9f3599b644b6ae1f25b41042738fea3081bcb69ca52bc32499dc5127,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-05-14 12:46:00 UTC,N/A,2024-06-15 08:01:57 UTC,2024-06-13 05:32:26 UTC,2024-06-19 18:34:14 UTC,2025-02-01 12:00:47 UTC,139644cd9f3599b644b6ae1f25b41042738fea3081bcb69ca52bc32499dc5127.exe,03.exe,N/A,Malicious
09b68dc486e53cfa770c2505144ae73c,52,09b68dc486e53cfa770c2505144ae73c,acf6dfa6d7ab80682ce8f0e537f9ecf974f75ca9,93d52b0ce651b7c89116dd185c8b26ffdce0ab6756feec8d7565271a0474cf54,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-06-15 04:02:09 UTC,N/A,2024-06-15 05:01:51 UTC,2024-06-15 04:25:20 UTC,2024-06-16 12:38:33 UTC,2025-01-22 15:05:41 UTC,93d52b0ce651b7c89116dd185c8b26ffdce0ab6756feec8d7565271a0474cf54.exe,random.exe,random[1].exe,Malicious
09dbe1066a56075764145a9430f8e7a46c28f17f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0a0fa706d0d25105c23af5fecb4482f6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0a1754d1e3b0189b02adcdc9349e46ba263be36a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0a3cd23a4676e1ed1f71964d69cd0649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0aa0239cd02d4c7e07752d2a809eca1b,23,0aa0239cd02d4c7e07752d2a809eca1b,4806aefd846240bc71bb81b98ba115e18dd3b782,970a1609fc0058e529a6114875cd9b708d0377057f191e4ed8b5c870f0d4f3f8,Android,"Zip archive data, at least v2.0 to extract, compression method=deflate",N/A,N/A,N/A,2024-06-15 02:28:28 UTC,2024-11-20 17:04:09 UTC,2024-12-27 12:30:47 UTC,970a1609fc0058e529a6114875cd9b708d0377057f191e4ed8b5c870f0d4f3f8.apk,970a1609fc0058e529a6114875cd9b708d0377057f191e4ed8b5c870f0d4f3f8,N/A,Malicious
0ac3993a9cd76f229caeba95db6c53b5f0bb5c68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0ae7a23f436493dc75ede2b3c2607f65,58,0ae7a23f436493dc75ede2b3c2607f65,a6190bb71612acd082d7350064a890ad1b9052aa,f109e5691b8fedddeec53b85ced5c60cb3010b6219964b7f0262c5ebfd191242,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2098-04-08 03:03:53 UTC,N/A,2024-06-09 18:15:32 UTC,2024-06-09 15:46:54 UTC,2024-06-19 01:05:22 UTC,2025-02-14 19:03:46 UTC,Lugs.exe,f109e5691b8fedddeec53b85ced5c60cb3010b6219964b7f0262c5ebfd191242.exe,0ae7a23f436493dc75ede2b3c2607f65.exe,Malicious
0b65c9b63092c96fc737ef39a1f05e437d5bbe57f0ca2bc634a14a34a92ebcb4,0,4453106c1539c230ac634fed0aa1cf07,443d938cc4086895fedce43d21f5883cd1de1a73,0b65c9b63092c96fc737ef39a1f05e437d5bbe57f0ca2bc634a14a34a92ebcb4,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",1970-03-28 03:45:04 UTC,N/A,2017-06-21 08:40:05 UTC,2017-05-11 21:17:08 UTC,2024-12-11 10:25:25 UTC,2024-11-26 14:10:42 UTC,0b65c9b63092c96fc737ef39a1f05e437d5bbe57f0ca2bc634a14a34a92ebcb4.exe,nova,nova.exe,Benign
0b7e3329f2d179237005956cb07e3688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0b832ebbd0d324e28292d883ad532fd64a344c82360cf7fa052b4028559b4427,0,3ac0508e0f3336b1b398c70d12794d58,6dce79ad30d29fe7cb3b0cee976ca492c5fbe044,0b832ebbd0d324e28292d883ad532fd64a344c82360cf7fa052b4028559b4427,Win32 EXE,"PE32 executable (console) Intel 80386, for MS Windows",2015-07-10 03:28:02 UTC,N/A,2015-07-09 20:28:02 UTC,2015-07-16 16:01:50 UTC,2024-11-28 06:41:03 UTC,2024-12-23 05:02:11 UTC,0b832ebbd0d324e28292d883ad532fd64a344c82360cf7fa052b4028559b4427.exe,bootcfg.exe,eb4e264e9a6d603c8768b140f3fc0ed841e26cbb.exe,Benign
0bcb9b5c17693bb1c874d19c1f58713eefa11b82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0c0a41c08e05cc17ec190a8325122ff1,61,0c0a41c08e05cc17ec190a8325122ff1,d626dadb8389d7d3a2ef8a4d55ea1e93012344df,dc2e8a0f43a7ba9dc6ccf14dfda7e6ddd366d137cf774e221b09165ca6b414a8,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-17 02:09:29 UTC,N/A,2024-06-17 05:28:02 UTC,2024-06-17 04:32:13 UTC,2024-06-18 23:08:25 UTC,2025-02-21 11:02:06 UTC,SOA MAY.exe,nrxg.exe,ORDER060424.exe,Malicious
0c1b8d8d00d578c844a14875fb7599d3,59,0c1b8d8d00d578c844a14875fb7599d3,863f7b4b56908cb442ca705be7df48f3c96bf46b,3fa6ddcabcb03763ef1887117e16ebdf0553a1cc2a16b58bdecaba0735d4e60a,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2022-05-04 16:03:35 UTC,N/A,N/A,2024-06-10 12:27:44 UTC,2024-06-17 11:59:37 UTC,2025-03-19 00:03:33 UTC,libGLESv2.dll,bridgewinref.exe,3fa6ddcabcb03763ef1887117e16ebdf0553a1cc2a16b58bdecaba0735d4e60a.exe,Malicious
0c1edf845f4f5c600148b92a9499c5635b3585f4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0c3d0eb3ef4c3185f87d8fb5fc441b9e1b4bac14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0c482c7a001606464d69a2ea0abb3861aa82835228abddac485dc1d279b9d43c,58,fdcdbb17ea4c11d891e497aa64c605e3,49136f44b8573eb94a3e367eb6561d9f725ad026,0c482c7a001606464d69a2ea0abb3861aa82835228abddac485dc1d279b9d43c,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2023-04-22 19:18:55 UTC,N/A,2024-06-16 02:01:44 UTC,2024-06-16 01:05:42 UTC,2024-06-20 09:29:36 UTC,2025-02-17 20:00:36 UTC,0c482c7a001606464d69a2ea0abb3861aa82835228abddac485dc1d279b9d43c.exe,N/A,N/A,Malicious
0c5787229f775fcbdd5d466b411c628480c0a0b655b1f7705b90448296916112,9,810387348f17bc13d5f2635f06198e70,d5fcda64215753cbd86174401df7915e0857c9ae,0c5787229f775fcbdd5d466b411c628480c0a0b655b1f7705b90448296916112,ZIP,"Zip archive data, at least v1.0 to extract, compression method=store",N/A,N/A,N/A,2024-06-16 18:53:35 UTC,2024-06-17 15:58:47 UTC,2024-06-17 15:58:47 UTC,0c5787229f775fcbdd5d466b411c628480c0a0b655b1f7705b90448296916112.zip,files.zip,N/A,Malicious
0c8c0f139cc859333ecde56dd4053c16,24,0c8c0f139cc859333ecde56dd4053c16,1c8ecd5b33e34a360bcdb56254ba6d6419ee546b,0e11de099682ea4470d93bbf010eacbca2d477e723983c8d34a7a0a6d56aa21c,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-03-22 11:42:40 UTC,N/A,N/A,2024-06-15 11:29:46 UTC,2024-06-16 08:55:18 UTC,2025-01-30 19:03:11 UTC,0e11de099682ea4470d93bbf010eacbca2d477e723983c8d34a7a0a6d56aa21c.exe,0e11de099682ea4470d93bbf010eacbca2d477e723983c8d34a7a0a6d56aa21c.exe.vir,SecuriteInfo.com.Win32.Trojan.PSE.1TYMTF4.9554.8267,Malicious
0c943684e3933cfa2a4c4a181b8818d8,36,0c943684e3933cfa2a4c4a181b8818d8,0717f927a194809869204ab9b20a88710d7ebfac,d40eef87f8af17ef7cbfdf2bab2d73c88917f6f553abe7a5454c28ee8ea03866,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-03-22 11:44:45 UTC,N/A,N/A,2024-06-15 10:38:54 UTC,2024-06-22 18:50:47 UTC,2024-12-28 13:34:49 UTC,d40eef87f8af17ef7cbfdf2bab2d73c88917f6f553abe7a5454c28ee8ea03866.exe,d40eef87f8af17ef7cbfdf2bab2d73c88917f6f553abe7a5454c28ee8ea03866.exe.vir,SecuriteInfo.com.Win32.Trojan.PSE.1TYMTF4.27498.8886,Malicious
0c945479777676233ae0facc907807c2,5,0c945479777676233ae0facc907807c2,362712d8f535cde8bfbeb2bbf6695bbda5f6eff4,9dd0b200e95f7c88a12860593aedc8cf52ac167e6d6fef626bbc89a974402bd4,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows, Nullsoft Installer self-extracting archive",2023-07-02 02:09:43 UTC,N/A,N/A,2024-02-21 01:33:54 UTC,2024-06-16 12:52:11 UTC,2025-01-22 11:02:07 UTC,install_shapezlauncher.exe,9dd0b200e95f7c88a12860593aedc8cf52ac167e6d6fef626bbc89a974402bd4.exe,9dd0b200e95f7c88a12860593aedc8cf52ac167e6d6fef626bbc89a974402bd4.exe.vir,Benign
0cc6ad38534c09c71a7f9366d9561d48aef9616a643466707969714c7595fd57,0,ee98abfbb05b6f005f90e0fb3c959ae4,a1cdd6fc09962f084d7d222ca0a367a231f606ae,0cc6ad38534c09c71a7f9366d9561d48aef9616a643466707969714c7595fd57,Office Open XML Document,Microsoft Word 2007+,2017-10-31 18:46:00 UTC,N/A,N/A,2020-01-25 11:50:45 UTC,2025-02-27 10:07:06 UTC,2023-08-13 21:29:41 UTC,0cc6ad38534c09c71a7f9366d9561d48aef9616a643466707969714c7595fd57.ole,Form_TCEQ-20699-CSIF.docx,Form_TCEQ-20699.docx,Benign
0d23b6f46e848a65911518e6658488070a7462cd605cfc3737a6bb1ef71cceac,0,4ff2a463f79211e2462db27809721875,d69ac2f004656445ee557beb99bd0d33a5f49518,0d23b6f46e848a65911518e6658488070a7462cd605cfc3737a6bb1ef71cceac,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",N/A,N/A,2017-07-04 14:47:34 UTC,2017-05-11 21:17:16 UTC,2025-02-27 10:07:15 UTC,2024-10-16 07:47:29 UTC,0d23b6f46e848a65911518e6658488070a7462cd605cfc3737a6bb1ef71cceac.exe,tile-glass,tile-glass.exe,Benign
0d879c32ca4bad9eeeb28c2d308cc174d631ffda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0d96380fc93472acb731850bf6bd0c4adfea039fc3b58d9433f6ad48870cb24c,57,e4955ad40c561cf1698313451f943df2,bbfdf33dfde531a601ecb252bc74fa7f1ce10c02,0d96380fc93472acb731850bf6bd0c4adfea039fc3b58d9433f6ad48870cb24c,Win32 EXE,"PE32 executable (console) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-15 23:43:56 UTC,N/A,N/A,2024-06-16 10:38:34 UTC,2024-06-20 09:17:11 UTC,2025-02-14 10:01:53 UTC,Celestial36590981255.exe,Launcher.exe,0d96380fc93472acb731850bf6bd0c4adfea039fc3b58d9433f6ad48870cb24c.exe,Malicious
0da8a8a5eadc4fcb63a1ac452d084a8166882b3a9dbe202c574c632a194e50b2,13,f0942ad9e7216ade8fd1118d33ec6151,90d805f00a2c27ca97dfdbd8965f082a6cd06af4,0da8a8a5eadc4fcb63a1ac452d084a8166882b3a9dbe202c574c632a194e50b2,Mach-O,"Mach-O 64-bit x86_64 executable, flags:<NOUNDEFS|DYLDLINK|TWOLEVEL|PIE>",N/A,N/A,N/A,2024-05-27 07:00:19 UTC,2024-11-03 21:17:20 UTC,2025-01-30 11:47:59 UTC,ic,0da8a8a5eadc4fcb63a1ac452d084a8166882b3a9dbe202c574c632a194e50b2.macho,N/A,Malicious
0da9851aec9b55401560a80652ef22a6,56,0da9851aec9b55401560a80652ef22a6,f4614e579ae7977d467dd23fdadd4184f729f671,0fd55b4277f417ddcf927bc94bff8b96415b9630dfcf3e8aac3e153dc015a4a9,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-12 09:14:21 UTC,N/A,N/A,2024-06-12 09:18:22 UTC,2024-06-18 15:04:55 UTC,2025-03-11 05:01:09 UTC,NjRat 0.7D Green Edition by im523.exe,0fd55b4277f417ddcf927bc94bff8b96415b9630dfcf3e8aac3e153dc015a4a9.exe,N/A,Malicious
0e37b1329d6b6544ef24d204f4146f1445b5cdc33c46447de8e6c2c525f1fd6a,51,f46bad29a32c8f0b27de63af58f76118,ee9051de481b6eb24bc625c2028f79b947035495,0e37b1329d6b6544ef24d204f4146f1445b5cdc33c46447de8e6c2c525f1fd6a,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-16 18:53:47 UTC,N/A,2024-06-17 09:02:41 UTC,2024-06-17 08:40:30 UTC,2024-06-18 15:01:30 UTC,2025-02-26 08:58:16 UTC,Bscxll.exe,0e37b1329d6b6544ef24d204f4146f1445b5cdc33c46447de8e6c2c525f1fd6a.exe,TypeId.exe,Malicious
0e411454b59b2daa4ac2bfe6a4e1cf92,41,0e411454b59b2daa4ac2bfe6a4e1cf92,0b27a8bf24d6357562d24e6eb1d150c9439c03b9,972958c39442aa96bb8b6ec87280ae793349b3258e35572563f5c4c21d14d180,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-01-25 17:44:17 UTC,N/A,N/A,2024-06-15 10:39:20 UTC,2024-06-16 12:43:26 UTC,2025-01-29 08:46:39 UTC,972958c39442aa96bb8b6ec87280ae793349b3258e35572563f5c4c21d14d180.exe,972958c39442aa96bb8b6ec87280ae793349b3258e35572563f5c4c21d14d180.exe.vir,SecuriteInfo.com.Win32.Application.PSE.10ODIJ9.2871.22695,Malicious
0e69c9e8e2447ea2c355e3daa30c1697427fe40748a0daabf2d996ab254e89cf,0,f4bb555d7ca9e335a7b42a40512d73f1,82dbf7d0a1336456672d541943e70d40a435ba54,0e69c9e8e2447ea2c355e3daa30c1697427fe40748a0daabf2d996ab254e89cf,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",1970-01-01 18:12:16 UTC,N/A,2017-06-30 13:48:40 UTC,2017-05-11 21:26:11 UTC,2025-01-02 23:40:20 UTC,2024-11-28 06:37:12 UTC,film.exe,film,0e69c9e8e2447ea2c355e3daa30c1697427fe40748a0daabf2d996ab254e89cf.exe,Benign
0eaac3f507b7004e8bd82ef944ff47e9,46,0eaac3f507b7004e8bd82ef944ff47e9,c332d8fd7ac830ae47678dcbd71d20d48c18091e,58bb15a0a0281ab6ae6831dbd00e7d72528c9a45c047aee36abeae698de8e909,ELF,"ELF 32-bit LSB executable, ARM, EABI4 version 1 (SYSV), statically linked, with debug_info, not stripped",N/A,N/A,2024-06-16 12:01:35 UTC,2024-06-16 10:53:04 UTC,2024-06-17 16:59:46 UTC,2025-02-02 12:02:43 UTC,58bb15a0a0281ab6ae6831dbd00e7d72528c9a45c047aee36abeae698de8e909.elf,UnHAnaAW.arm7,0eaac3f507b7004e8bd82ef944ff47e9.virus,Malicious
0ed857416834d50ff7b321ef63584bbf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0ee9a0317342d545c2bfd9e3fbd627f9,56,0ee9a0317342d545c2bfd9e3fbd627f9,b75bbb5092930bbbe83de54a50805bf1a7445762,ecc6b2506aeaac13da0562a6a5d35c802eea9c6232c49cc4583d7c5c13bbbc0f,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",1977-08-04 07:06:01 UTC,N/A,2024-06-16 09:58:08 UTC,2024-06-12 13:08:23 UTC,2024-06-17 19:25:29 UTC,2025-02-12 19:01:52 UTC,Notepad,NOTEPAD.EXE,ecc6b2506aeaac13da0562a6a5d35c802eea9c6232c49cc4583d7c5c13bbbc0f.exe,Malicious
0eeb1c0133eb4d571178b2d9d14ce3e9,43,0eeb1c0133eb4d571178b2d9d14ce3e9,bfecb8ce89a312d2ef4afc64a63847ae11c6f69e,59e1edf4d82fae4978e97512b0331b7eb21dd4b838b850ba46794d9c7a2c0983,Windows Installer,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.2, MSI Installer, Code page: 1252, Title: Installation Database, Subject: 3CX Desktop App, Author: 3CX Ltd., Keywords: Installer, Comments: Windows Installer Package, Template: x64;1033, Revision Number: {99BD84FA-1803-4DA0-A416-65D94F4D208A}, Create Time/Date: Mon Mar 13 06:33:26 2023, Last Saved Time/Date: Mon Mar 13 06:33:26 2023, Number of Pages: 405, Number of Words: 2, Name of Creating Application: Windows Installer XML Toolset (3.11.2.4516), Security: 2",2023-03-13 06:33:26 UTC,N/A,2023-03-29 21:10:08 UTC,2023-03-22 06:39:15 UTC,2025-03-19 01:23:01 UTC,2025-03-14 14:54:53 UTC,3CXDesktopApp-18.12.416.msi,$RMOWQ0B.msi,180-3CXSupplyChain.msi,Malicious
0f4ecc7f67b6d098ba1dae6e2b9700caeb7a736054e6de1286835023d328decb,0,8eaa8dec60efe0214df60ee20cbac45d,c98912c2690538661d21fcbec641f442b1578f1a,0f4ecc7f67b6d098ba1dae6e2b9700caeb7a736054e6de1286835023d328decb,Office Open XML Presentation,Microsoft PowerPoint 2007+,2014-12-02 17:36:54 UTC,N/A,N/A,2021-05-06 21:51:22 UTC,2024-11-26 14:50:02 UTC,2024-11-26 14:50:02 UTC,0f4ecc7f67b6d098ba1dae6e2b9700caeb7a736054e6de1286835023d328decb.ole,benign_987.exe,N/A,Benign
0f653c762fa1dbd8315ccd391fc93415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0f95f5809f397f27e5fce43fa65cb030,9,0f95f5809f397f27e5fce43fa65cb030,a356dec87fa2a325b2f4cf0f3d03282dcc3facce,a61f0683093ed361d5b57404879f09df1031ba88eddc146f331cbbbbe0cb7386,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-03-22 11:42:14 UTC,N/A,N/A,2024-06-15 10:36:24 UTC,2024-06-16 21:51:30 UTC,2024-10-07 09:45:56 UTC,a61f0683093ed361d5b57404879f09df1031ba88eddc146f331cbbbbe0cb7386.exe,0f95f5809f397f27e5fce43fa65cb030_NeikiAnalytics.exe,a61f0683093ed361d5b57404879f09df1031ba88eddc146f331cbbbbe0cb7386.exe.vir,Malicious
0fbb8f930b7dc45375f1a22a6809ee35,30,0fbb8f930b7dc45375f1a22a6809ee35,8b4104440782a8515126727d115bfc5104c8f7a2,12ac029fdde1e9af0c26344857f4da6c2c0851c2d639afced5402858ffa9e23b,ZIP,"Zip archive data, at least v1.0 to extract, compression method=store",N/A,N/A,N/A,2024-06-15 10:19:55 UTC,2024-06-16 09:02:09 UTC,2025-01-02 12:08:24 UTC,12ac029fdde1e9af0c26344857f4da6c2c0851c2d639afced5402858ffa9e23b.zip,files.zip,N/A,Malicious
0fbe33fb688bc8b21db405ffc08f696f5eea215264952fb41027be527da384e7,0,d824250a3bbd7b6fe2d54fdcc3a02c39,636b4c40fcbf260791c2906b4086ffff0dad040a,0fbe33fb688bc8b21db405ffc08f696f5eea215264952fb41027be527da384e7,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2016-02-23 11:37:26 UTC,N/A,2016-02-23 04:37:26 UTC,2016-03-08 18:58:17 UTC,2024-10-16 07:47:03 UTC,2024-10-16 07:47:03 UTC,0fbe33fb688bc8b21db405ffc08f696f5eea215264952fb41027be527da384e7.exe,NetCfgNotifyObjectHost.exe,02576ccfa530024ab4af9bef0cdc9cfe.tmp,Benign
0fc953676dfdd8d917fdd95b73bb1ad7216a157a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0fd55b4277f417ddcf927bc94bff8b96415b9630dfcf3e8aac3e153dc015a4a9,56,0da9851aec9b55401560a80652ef22a6,f4614e579ae7977d467dd23fdadd4184f729f671,0fd55b4277f417ddcf927bc94bff8b96415b9630dfcf3e8aac3e153dc015a4a9,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-12 09:14:21 UTC,N/A,N/A,2024-06-12 09:18:22 UTC,2024-06-18 15:04:55 UTC,2025-03-11 05:01:09 UTC,NjRat 0.7D Green Edition by im523.exe,0fd55b4277f417ddcf927bc94bff8b96415b9630dfcf3e8aac3e153dc015a4a9.exe,N/A,Malicious
0fe1fc760341f68ce9fbd6a2eaad7cbf,12,0fe1fc760341f68ce9fbd6a2eaad7cbf,f84f3343c694f1cf23f71c4c26870335338d1fd6,213d31fb84564cea36f04a495596a8cfc55121956e44b33f325c6a36a9d6fd50,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2014-04-29 18:27:40 UTC,N/A,N/A,2024-06-14 17:01:51 UTC,2024-06-15 16:16:58 UTC,2025-01-30 16:48:01 UTC,213d31fb84564cea36f04a495596a8cfc55121956e44b33f325c6a36a9d6fd50.exe,virussign.com_0fe1fc760341f68ce9fbd6a2eaad7cbf.vir,213d31fb84564cea36f04a495596a8cfc55121956e44b33f325c6a36a9d6fd50.exe.vir,Malicious
100a390cdeed6a660f03a65d0bce6b54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1021fa67374cae06dedfcffa98e8fe1e,55,1021fa67374cae06dedfcffa98e8fe1e,d26d87bf2585baa29fd8b9dd16d5d842f736787e,c2cf72416cd1a5cba005636dfa5ca341c92ed72a62ca0423ed55d3d4eb33721a,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2020-12-01 18:00:55 UTC,N/A,N/A,2024-06-11 06:18:44 UTC,2024-06-17 18:48:43 UTC,2025-02-01 03:02:53 UTC,java.exe.exe,c2cf72416cd1a5cba005636dfa5ca341c92ed72a62ca0423ed55d3d4eb33721a.exe,no ban.exe,Malicious
1030d9c9d2bbf96912d541e865005fba,57,1030d9c9d2bbf96912d541e865005fba,c2dc4f8f12bd79c684bb0487d2ce0878bd0ae9d0,c82c4021c4fa289e01c025783c2a31ce49fe4560b5aeafb618fde44a6ceadac4,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-10 15:45:19 UTC,N/A,N/A,2024-06-12 21:55:17 UTC,2024-06-17 10:32:00 UTC,2025-01-22 16:16:24 UTC,c82c4021c4fa289e01c025783c2a31ce49fe4560b5aeafb618fde44a6ceadac4.exe,Dllhost.exe,1030d9c9d2bbf96912d541e865005fba.virus,Malicious
103359c8ceb3fb7753e22f1b953a5ad7717eb89ecf699fe6fa827d2bca56f7c0,0,89d657570247a2e30549d7057b4680f5,f1a2f0f76573ff2380c514ab44f90670b6297673,103359c8ceb3fb7753e22f1b953a5ad7717eb89ecf699fe6fa827d2bca56f7c0,Win32 EXE,"PE32+ executable (console) x86-64 (stripped to external PDB), for MS Windows",1970-01-01 15:48:44 UTC,N/A,N/A,2017-03-10 10:53:58 UTC,2024-11-27 05:49:52 UTC,2025-03-06 11:12:08 UTC,103359c8ceb3fb7753e22f1b953a5ad7717eb89ecf699fe6fa827d2bca56f7c0.exe,pango-view.exe,a192.exe,Benign
1046a5b7a54fe184ab79e8925f1bfafe,54,1046a5b7a54fe184ab79e8925f1bfafe,33c5c2196cf1f81ae1fe4cac2a7e53a11fead78e,43e6dfa30f18980c797aff5199f16a00a9a315e7f2da3691b1c5d2f67f44564d,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-03-22 11:42:14 UTC,N/A,2024-06-15 08:01:57 UTC,2024-06-14 20:53:01 UTC,2024-06-17 16:43:13 UTC,2025-03-16 17:02:02 UTC,43e6dfa30f18980c797aff5199f16a00a9a315e7f2da3691b1c5d2f67f44564d.exe,43e6dfa30f18980c797aff5199f16a00a9a315e7f2da3691b1c5d2f67f44564d.exe.vir,35d56240_2.exe,Malicious
1094d4aedf15fd765d6ce9b9d79e706c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10df65a3af61fa3662421cc28888971d3d064f0c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
